2025-04-06 14:38:37
全新！新制多益TOEIC試題滿分一本通：6回完整試題＋詳解，掌握最新命題趨勢，一本搞定新制多益測驗！（附雙書裝＋2 MP3光碟＋音檔下載QR碼）,Hackers Academia,631元,語言學習,https://www.books.com.tw/products/0010944463/2
全新制50次多益滿分的怪物講師TOEIC閱讀／聽力攻略【網路獨家套書】（4書 + 1CD + 防水書套）,"鄭相虎,金映權",922元,語言學習,https://www.books.com.tw/products/0010794931/3
最新！新制多益TOEIC聽力／閱讀題庫解析【博客來獨家套書】：最新收錄精準 10 回模擬試題！完整反映命題趨勢、大幅提升應考能力！（附2 MP3光碟＋音檔下載QR碼）,Hackers Academia,1232元,語言學習,https://www.books.com.tw/products/0010994781/4
神奇劇本寫作祕笈：故事女王教你變身創作奇才【附小小劇本奇才練習冊】,許伯琴,331元,童書/青少年文學,https://www.books.com.tw/products/0011016677/5
回家：在社區得到復健與支持，精神病患也能安居樂業。當生活過得好，生病又如何？,陳芳珮,331元,人文社科,https://www.books.com.tw/products/0010998389/6
如果歷史是一群喵(15)：大清風雲篇【萌貓漫畫學歷史】,肥志,387元,人文社科,https://www.books.com.tw/products/0011017641/7
袖珍動物園：探索臺灣大冒險（3）（限量臺灣地理大挑戰翻翻卡）,玉山故事館（張毓珊）,284元,童書/青少年文學,https://www.books.com.tw/products/0011018127/8
最新！新制多益TOEIC閱讀題庫解析：最新收錄精準 10 回模擬試題！每月進場實測分析、完整傳授答題技巧，黃金證書手到擒來！（雙書裝＋單字音檔下載QR碼）,Hackers Academia,695元,語言學習,https://www.books.com.tw/products/0010992759/9
準！GEPT新制全民英檢初級初試10回高分模擬試題+翻譯解答(聽力&閱讀)-試題本+翻譯解答本+1MP3+ QR Code線上音檔,賴世雄,331元,語言學習,https://www.books.com.tw/products/0010929520/10
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動,杉井光,284元,文學小說,https://www.books.com.tw/products/0011018239/11
西遊記【注音版】,吳承恩,139元,童書/青少年文學,https://www.books.com.tw/products/0010435703/12
世界上最透明的故事（日本出版界話題作，只有紙本書可以體驗的感動）,杉井光,284元,文學小說,https://www.books.com.tw/products/0011001466/13
天選．矽島：川普風暴下的科技島,黃欽勇,355元,商業理財,https://www.books.com.tw/products/0011015760/14
連結：從石器時代到AI紀元,哈拉瑞,462元,人文社科,https://www.books.com.tw/products/0010998848/15
納瓦爾寶典珍藏版：從白手起家到財務自由，矽谷傳奇創投家的投資哲學與人生智慧,艾瑞克．喬根森,355元,商業理財,https://www.books.com.tw/products/0011012422/16
可燃物【橫掃日本推理小說排行榜，年度最強三冠王！】,米澤穗信,284元,文學小說,https://www.books.com.tw/products/0011017337/17
當責學應用圖解,"張文隆,徐紀恩",420元,商業理財,https://www.books.com.tw/products/0010963870/18
寫後銷毀[原創版]：沒有其他人的時候，你可以對自己多誠實？,雪倫‧瓊斯,197元,心理勵志,https://www.books.com.tw/products/0010952540/19
波西傑克森7：女神之怒（首批限定贈‧酷黑金屬書籤夾）,雷克‧萊爾頓,331元,童書/青少年文學,https://www.books.com.tw/products/0011016962/20
吃錯了，當然會生病④修復粒線體，發炎不失控：根治慢性病的全方位自然療法,陳俊旭,331元,醫療保健,https://www.books.com.tw/products/0011013567/21
當責［全新增訂版］,張文隆,385元,商業理財,https://www.books.com.tw/products/0010904470/22
NEW全彩世界歷史大事紀對照年表,小熊出版編輯部,165元,童書/青少年文學,https://www.books.com.tw/products/0010772514/23
全新制20次多益滿分的怪物講師TOEIC多益單字+文法【隨身版】(附文法教學影片+「Youtor App」內含VRP虛擬點讀筆+防水書套),怪物講師教學團隊（台灣）,315元,語言學習,https://www.books.com.tw/products/0010931739/24
擁抱停頓：焦慮世代，用自己的節奏，實現自我,"陳法憲,翟厚翔,鄭彥麒",276元,心理勵志,https://www.books.com.tw/products/0010971387/25
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/26
6分鐘日記的魔法：最簡單的書寫，改變你的一生【1書+1日記本】,多明尼克．斯賓斯特,284元,心理勵志,https://www.books.com.tw/products/0010802202/27
一起刷刷牙！（二版）,和田琴美,160元,童書/青少年文學,https://www.books.com.tw/products/0010832175/28
歐．亨利短篇小說 Short Stories of O. Henry【Grade 4經典文學讀本】二版（25K+1MP3）,"歐．亨利,Brian J. Stuart",243元,語言學習,https://www.books.com.tw/products/0010830425/29
第二堂人生國文課：以文字為燈，一場國文課的溫柔革命【作者限量親簽+燙金書籤】,羊咩老師,300元,文學小說,https://www.books.com.tw/products/0011016984/30
繪本工作細胞6天降奇兵！乳酸菌與害菌大亂鬥,"清水茜,牧村久實",276元,童書/青少年文學,https://www.books.com.tw/products/0011016691/31
全新！新制多益TOEIC單字＋聽力＋閱讀 題庫大全【博客來獨家套書】：最完備、全面的新制多益學習套書（附2 MP3＋互動式聽力答題訓練光碟＋音檔下載QR碼）,David Cho,1490元,語言學習,https://www.books.com.tw/products/0010930450/32
遊戲治療：建立關係的藝術,"Garry L. Landreth,自然就好心理諮商所",428元,心理勵志,https://www.books.com.tw/products/0010656233/33
疑難雜症旅行社3：龍神祭典競技之旅（廣嶋玲子嶄新業務）,廣嶋玲子,276元,童書/青少年文學,https://www.books.com.tw/products/0011018117/34
蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）,羅伯．狄保德,316元,心理勵志,https://www.books.com.tw/products/0010914794/35
戰爭下的平民生存手冊：懂這些，才能撐過黃金48小時【關鍵時刻救你，也救家人】(附緊急避難檢查卡),邱世卿,355元,人文社科,https://www.books.com.tw/products/0010954819/36
TOEIC®測驗核心單字書,ETS®,621元,語言學習,https://www.books.com.tw/products/0010925953/37
扛起來，就是你的！：有擔當才有機會！提升職場力的不敗工作術,維琪（Vicky）,224元,商業理財,https://www.books.com.tw/products/0010906186/38
中道【贈品限量版】：未來的靈性道路,楊定一,395元,宗教命理,https://www.books.com.tw/products/0011015335/39
一日一國家，世界地圖全解讀：每天1分鐘，掌握全球212國！地理位置×歷史脈絡×國際情勢，培養國際觀最佳入門書,井田仁康,363元,人文社科,https://www.books.com.tw/products/0010995109/40
經濟評論家父親給兒子的一封信：關於金錢、人生與幸福,山崎元,276元,商業理財,https://www.books.com.tw/products/0011014595/41
東京角落美食：屬於今天的滋味【限量親簽版】（系列暢銷突破26萬冊，電擊小說大賞等5項文學賞得主的極品系列第一集！）,成田名璃子,300元,文學小說,https://www.books.com.tw/products/0011017156/42
人類大歷史：知識漫畫3 歷史主宰（獨家贈品版）,"哈拉瑞,范德穆倫",592元,人文社科,https://www.books.com.tw/products/0011016459/43
現象在一念之間改變 「量子力學式」平行世界的法則,村松大輔,245元,宗教命理,https://www.books.com.tw/products/0010982012/44
腎臟求救中：真希望40歲之前洪永祥醫師就告訴我這些事,洪永祥,379元,醫療保健,https://www.books.com.tw/products/0011006704/45
外國代理人：美國公關遊說業如何威脅全球民主,凱西．米歇爾,513元,人文社科,https://www.books.com.tw/products/0011017152/46
第四翼【戰龍系列1】,瑞貝卡・亞羅斯,592元,限制級商品（需登入）,https://www.books.com.tw/products/0011016503/47
鱷魚之淚：第168屆 直木賞入圍作！引爆日本書店店員驚豔讚嘆！《檢方的罪人》、《鄰居》雫井脩介終極懸疑推理小說,雫井脩介,315元,文學小說,https://www.books.com.tw/products/0011015347/48
死亡與奇術師（歐美密室推理復興新作，特裝設計「解謎篇」機密袋封）,湯姆‧米德,331元,文學小說,https://www.books.com.tw/products/0011016781/49
小老百姓的戰場行動守則,"S&T OUTCOMES, 川口拓",231元,人文社科,https://www.books.com.tw/products/0010868410/50
2025-04-07 09:16:16
書名,作者,價格,分類,連結
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動(親筆簽名書),杉井光,284元,文學小說,https://www.books.com.tw/products/0011018240/1
全新！新制多益TOEIC試題滿分一本通：6回完整試題＋詳解，掌握最新命題趨勢，一本搞定新制多益測驗！（附雙書裝＋2 MP3光碟＋音檔下載QR碼）,Hackers Academia,631元,語言學習,https://www.books.com.tw/products/0010944463/2
最新！新制多益TOEIC聽力／閱讀題庫解析【博客來獨家套書】：最新收錄精準 10 回模擬試題！完整反映命題趨勢、大幅提升應考能力！（附2 MP3光碟＋音檔下載QR碼）,Hackers Academia,1232元,語言學習,https://www.books.com.tw/products/0010994781/3
全新制50次多益滿分的怪物講師TOEIC閱讀／聽力攻略【網路獨家套書】（4書 + 1CD + 防水書套）,"鄭相虎,金映權",922元,語言學習,https://www.books.com.tw/products/0010794931/4
神奇劇本寫作祕笈：故事女王教你變身創作奇才【附小小劇本奇才練習冊】,許伯琴,331元,童書/青少年文學,https://www.books.com.tw/products/0011016677/5
如果歷史是一群喵(15)：大清風雲篇【萌貓漫畫學歷史】,肥志,387元,人文社科,https://www.books.com.tw/products/0011017641/6
袖珍動物園：探索臺灣大冒險（3）（限量臺灣地理大挑戰翻翻卡）,玉山故事館（張毓珊）,284元,童書/青少年文學,https://www.books.com.tw/products/0011018127/7
回家：在社區得到復健與支持，精神病患也能安居樂業。當生活過得好，生病又如何？,陳芳珮,331元,人文社科,https://www.books.com.tw/products/0010998389/8
連結：從石器時代到AI紀元,哈拉瑞,462元,人文社科,https://www.books.com.tw/products/0010998848/9
最新！新制多益TOEIC閱讀題庫解析：最新收錄精準 10 回模擬試題！每月進場實測分析、完整傳授答題技巧，黃金證書手到擒來！（雙書裝＋單字音檔下載QR碼）,Hackers Academia,695元,語言學習,https://www.books.com.tw/products/0010992759/10
準！GEPT新制全民英檢初級初試10回高分模擬試題+翻譯解答(聽力&閱讀)-試題本+翻譯解答本+1MP3+ QR Code線上音檔,賴世雄,331元,語言學習,https://www.books.com.tw/products/0010929520/11
世界上最透明的故事（日本出版界話題作，只有紙本書可以體驗的感動）,杉井光,284元,文學小說,https://www.books.com.tw/products/0011001466/12
天選．矽島：川普風暴下的科技島,黃欽勇,355元,商業理財,https://www.books.com.tw/products/0011015760/13
世界上最透明的故事【春季限定版】：臺日出版界話題作，只有紙本書可以體驗的感動,杉井光,284元,文學小說,https://www.books.com.tw/products/0011018239/14
納瓦爾寶典珍藏版：從白手起家到財務自由，矽谷傳奇創投家的投資哲學與人生智慧,艾瑞克．喬根森,355元,商業理財,https://www.books.com.tw/products/0011012422/15
西遊記【注音版】,吳承恩,139元,童書/青少年文學,https://www.books.com.tw/products/0010435703/16
可燃物【橫掃日本推理小說排行榜，年度最強三冠王！】,米澤穗信,284元,文學小說,https://www.books.com.tw/products/0011017337/17
當責學應用圖解,"張文隆,徐紀恩",420元,商業理財,https://www.books.com.tw/products/0010963870/18
當責［全新增訂版］,張文隆,385元,商業理財,https://www.books.com.tw/products/0010904470/19
養心2：泥魔妖的誘惑（首批附贈作者印簽金句扉頁及五悔角色卡）,陳郁如,331元,童書/青少年文學,https://www.books.com.tw/products/0011016959/20
波西傑克森7：女神之怒（首批限定贈‧酷黑金屬書籤夾）,雷克‧萊爾頓,331元,童書/青少年文學,https://www.books.com.tw/products/0011016962/21
吃錯了，當然會生病④修復粒線體，發炎不失控：根治慢性病的全方位自然療法,陳俊旭,331元,醫療保健,https://www.books.com.tw/products/0011013567/22
全新！新制多益TOEIC單字＋聽力＋閱讀 題庫大全【博客來獨家套書】：最完備、全面的新制多益學習套書（附2 MP3＋互動式聽力答題訓練光碟＋音檔下載QR碼）,David Cho,1490元,語言學習,https://www.books.com.tw/products/0010930450/23
